aX,aY,aZ,gX,gY,gZ
0.426,-0.141,0.833,1.526,1.221,2.502
0.447,-0.166,0.895,1.404,0.977,2.197
0.364,-0.128,0.842,1.099,0.854,1.892
0.500,-0.172,0.885,0.977,1.160,1.404
0.322,-0.124,0.864,0.916,0.854,1.038
0.517,-0.169,0.867,0.977,0.916,1.038
0.316,-0.128,0.883,1.282,1.038,0.732
0.499,-0.160,0.847,1.526,1.160,0.671
0.348,-0.141,0.897,1.587,1.160,0.549
0.450,-0.144,0.836,1.404,1.404,0.977
0.407,-0.155,0.900,1.648,1.587,0.916
0.386,-0.129,0.836,1.648,1.343,1.526
0.470,-0.167,0.890,1.648,1.587,1.831
0.340,-0.124,0.846,1.343,1.160,1.953
0.510,-0.170,0.872,1.404,0.916,2.197
0.316,-0.125,0.867,1.160,0.793,1.892
0.515,-0.165,0.853,0.854,1.099,1.831
0.332,-0.133,0.889,0.671,0.732,1.648
0.484,-0.148,0.841,0.671,0.732,1.831
0.380,-0.141,0.903,0.916,0.366,1.587
0.425,-0.132,0.839,1.343,0.427,1.892
0.436,-0.159,0.903,1.831,0.793,1.770
0.361,-0.126,0.845,1.892,1.221,1.648
0.491,-0.170,0.886,2.075,1.526,1.526
0.322,-0.124,0.855,1.831,1.282,1.282
0.517,-0.172,0.861,1.648,1.282,1.282
0.316,-0.132,0.875,1.221,1.160,1.343
0.502,-0.163,0.845,0.793,1.221,1.770
0.349,-0.142,0.895,0.488,1.160,1.831
0.456,-0.147,0.838,0.427,0.916,2.075
0.407,-0.155,0.904,0.732,0.977,2.014
0.396,-0.132,0.840,0.977,0.916,2.197
0.465,-0.166,0.895,1.465,0.793,2.075
0.341,-0.125,0.849,1.709,0.977,2.014
0.508,-0.172,0.874,1.892,1.099,1.709
0.316,-0.125,0.866,1.709,0.732,1.404
0.515,-0.167,0.855,1.709,0.732,1.221
0.327,-0.134,0.888,1.587,0.732,1.099
0.482,-0.154,0.841,1.526,0.854,1.465
0.373,-0.144,0.901,1.160,0.854,1.282
0.424,-0.134,0.837,1.099,0.977,1.648
0.428,-0.156,0.902,1.221,1.038,1.831
0.357,-0.122,0.844,1.221,1.160,2.136
0.481,-0.166,0.888,1.587,1.831,2.197
0.319,-0.123,0.859,1.770,1.709,2.136
0.510,-0.171,0.866,1.892,1.770,2.686
0.314,-0.131,0.876,1.953,1.892,2.747
0.509,-0.166,0.843,1.953,2.136,2.991
0.354,-0.141,0.889,1.526,1.465,3.052
0.467,-0.145,0.833,1.404,1.038,3.418
0.412,-0.154,0.900,1.343,0.977,3.235
0.407,-0.134,0.837,1.343,0.854,3.052
0.470,-0.171,0.897,1.709,0.610,2.441
0.346,-0.130,0.852,1.404,0.793,1.648
0.511,-0.176,0.882,1.404,1.282,0.610
0.318,-0.127,0.871,1.282,0.977,0.122
0.515,-0.170,0.860,1.282,1.282,0.000
0.326,-0.133,0.888,1.099,1.160,-0.061
0.484,-0.155,0.841,1.160,1.099,0.610
0.369,-0.147,0.898,1.221,0.793,1.343
0.429,-0.138,0.831,1.282,0.671,2.197
0.428,-0.158,0.896,1.282,0.427,2.563
0.365,-0.124,0.837,0.854,0.427,3.052
0.484,-0.165,0.887,0.671,0.916,3.052
0.320,-0.119,0.859,0.671,0.732,2.930
0.511,-0.166,0.870,0.854,1.038,2.747
0.315,-0.122,0.878,0.977,1.160,2.075
0.507,-0.157,0.849,1.160,1.282,2.014
0.342,-0.136,0.893,1.648,1.038,1.648
0.460,-0.144,0.834,1.648,1.221,1.587
0.398,-0.150,0.901,1.831,1.526,1.038
0.399,-0.130,0.837,1.953,1.343,1.160
0.459,-0.165,0.896,2.136,1.343,1.221
0.344,-0.127,0.848,2.258,1.099,1.465
0.504,-0.174,0.877,2.075,1.282,1.648
0.316,-0.128,0.864,1.770,0.916,1.831
0.516,-0.169,0.856,1.465,1.099,2.197
0.325,-0.136,0.885,1.099,1.221,2.075
0.489,-0.160,0.843,0.977,1.343,2.319
0.370,-0.150,0.903,0.916,1.404,2.136
0.438,-0.143,0.839,0.977,1.465,2.258
0.436,-0.162,0.902,1.404,1.343,2.258
0.380,-0.131,0.841,1.526,0.916,2.258
0.493,-0.172,0.887,1.648,1.038,2.136
0.333,-0.127,0.856,1.526,0.732,1.892
0.521,-0.175,0.868,1.587,0.793,1.648
0.321,-0.132,0.877,1.282,0.549,1.221
0.510,-0.165,0.850,1.221,0.366,1.038
0.343,-0.138,0.896,0.977,0.122,0.854
0.464,-0.146,0.838,0.977,0.305,0.916
0.396,-0.153,0.902,1.160,0.183,0.732
0.401,-0.134,0.835,1.038,-0.122,1.038
0.454,-0.167,0.892,1.221,0.061,1.160
0.341,-0.126,0.845,0.916,0.061,1.343
0.492,-0.170,0.880,0.549,0.549,1.404
0.305,-0.121,0.867,0.244,0.854,1.343
0.503,-0.161,0.864,0.549,1.526,1.587
0.316,-0.127,0.890,1.221,1.770,2.014
0.486,-0.154,0.844,1.648,1.709,2.625
0.365,-0.147,0.895,1.953,1.587,3.052
0.438,-0.146,0.826,1.892,1.221,3.479
0.427,-0.166,0.891,1.404,0.854,3.296
0.374,-0.132,0.835,0.610,0.793,2.869
0.482,-0.166,0.889,0.244,0.977,2.075
0.328,-0.116,0.860,0.061,0.854,1.526
0.515,-0.160,0.877,0.671,1.038,1.160
0.313,-0.116,0.883,1.221,0.916,1.160
0.505,-0.157,0.855,2.014,1.343,1.282
0.337,-0.136,0.894,2.380,1.526,0.977
0.463,-0.151,0.836,2.441,1.770,1.160
0.392,-0.155,0.898,2.136,2.014,1.282
0.408,-0.138,0.831,1.709,1.892,1.709
0.458,-0.169,0.893,1.404,1.770,2.075
0.354,-0.130,0.845,0.793,1.343,2.686
0.508,-0.174,0.881,0.671,1.160,3.052
0.326,-0.128,0.889,0.977,0.427,2.625
0.492,-0.153,0.848,1.221,0.732,2.136
0.363,-0.142,0.903,1.648,0.977,1.343
0.437,-0.142,0.838,2.014,0.854,1.099
0.422,-0.162,0.900,2.319,1.221,0.732
0.375,-0.136,0.836,2.258,1.099,0.732
0.477,-0.176,0.882,2.197,1.282,0.610
0.325,-0.131,0.846,1.282,0.916,0.916
0.508,-0.176,0.866,0.793,1.160,1.160
0.308,-0.128,0.874,0.305,0.854,1.343
0.500,-0.162,0.855,0.122,0.916,1.953
0.332,-0.133,0.898,0.000,1.160,2.075
0.467,-0.146,0.843,0.610,1.282,2.686
0.390,-0.149,0.904,1.343,1.221,2.869
0.410,-0.135,0.838,1.587,1.343,3.052
0.457,-0.169,0.895,1.770,1.587,2.747
0.355,-0.129,0.840,1.648,1.343,2.380
0.506,-0.173,0.874,1.221,1.404,2.136
0.326,-0.124,0.859,0.610,0.916,1.526
0.520,-0.161,0.862,0.427,0.732,1.343
0.326,-0.121,0.888,0.305,0.549,1.038
0.496,-0.148,0.850,1.099,0.671,1.160
0.358,-0.136,0.904,1.831,0.305,1.099
0.436,-0.137,0.839,2.197,0.610,1.526
0.414,-0.158,0.903,2.563,1.038,1.282
0.369,-0.128,0.840,2.197,1.099,1.404
0.472,-0.165,0.890,2.075,1.648,1.343
0.325,-0.121,0.853,2.197,1.770,1.709
0.505,-0.168,0.869,2.197,1.953,2.197
0.312,-0.127,0.870,2.319,1.892,2.441
0.511,-0.170,0.847,2.136,1.770,3.113
0.337,-0.145,0.888,1.892,1.404,3.357
0.475,-0.159,0.834,1.343,1.648,3.357
0.397,-0.158,0.899,1.099,1.648,2.869
0.423,-0.140,0.836,1.099,0.793,2.930
0.457,-0.168,0.895,1.282,0.549,2.563
0.358,-0.124,0.850,1.282,0.549,2.014
0.505,-0.171,0.888,1.343,0.793,1.465
0.322,-0.124,0.867,1.343,0.610,1.038
0.518,-0.165,0.869,1.587,0.671,0.732
0.320,-0.128,0.886,1.770,0.793,0.427
0.490,-0.158,0.844,1.770,1.099,0.671
0.355,-0.146,0.894,1.709,1.038,0.610
0.439,-0.145,0.831,1.404,0.671,1.221
0.411,-0.158,0.895,1.099,0.488,1.526
0.374,-0.129,0.833,0.854,0.793,2.197
0.466,-0.167,0.889,0.916,1.160,2.563
0.325,-0.120,0.854,0.854,1.404,2.686
0.507,-0.164,0.876,1.282,1.343,2.930
0.316,-0.118,0.878,1.526,1.282,2.747
0.513,-0.159,0.855,2.258,1.526,2.686
0.338,-0.136,0.891,2.747,1.465,2.014
0.480,-0.156,0.835,3.113,1.526,1.465
0.390,-0.161,0.897,2.747,1.221,0.610
0.417,-0.147,0.830,2.014,1.160,0.488
0.449,-0.173,0.893,1.282,1.160,0.305
0.357,-0.132,0.843,0.916,0.671,0.488
0.495,-0.170,0.885,0.488,0.549,0.977
0.316,-0.120,0.865,0.305,0.366,1.404
0.509,-0.165,0.868,0.916,0.732,1.953
0.311,-0.129,0.887,1.221,1.038,2.136
0.492,-0.160,0.846,1.648,1.587,2.625
0.355,-0.147,0.898,1.953,1.648,2.380
0.451,-0.148,0.833,1.587,1.343,2.563
0.419,-0.162,0.897,1.648,1.404,2.319
0.388,-0.136,0.833,1.282,1.221,2.441
0.476,-0.173,0.888,1.038,1.099,2.319
0.336,-0.125,0.850,0.671,1.038,1.953
0.510,-0.167,0.875,0.854,1.038,1.709
0.313,-0.119,0.875,0.793,0.916,1.343
0.508,-0.159,0.858,1.282,1.282,1.221
0.330,-0.130,0.895,2.014,1.343,1.099
0.470,-0.149,0.842,2.258,1.404,1.282
0.377,-0.150,0.899,2.502,1.709,1.221
0.416,-0.138,0.829,2.380,1.770,1.343
0.444,-0.165,0.891,2.380,1.587,1.465
0.361,-0.128,0.836,2.014,1.221,1.892
0.497,-0.172,0.879,1.770,1.038,2.136
0.323,-0.125,0.859,1.282,0.916,2.197
0.520,-0.170,0.866,1.038,0.977,2.258
0.322,-0.128,0.886,0.977,0.610,2.197
0.500,-0.159,0.852,1.160,1.038,2.319
0.356,-0.141,0.905,1.282,1.099,1.953
0.453,-0.145,0.843,1.831,1.465,1.892
0.416,-0.158,0.904,2.319,1.648,1.587
0.392,-0.135,0.836,2.563,1.526,1.709
0.474,-0.172,0.888,2.563,1.282,1.465
0.337,-0.129,0.846,2.197,0.977,1.465
0.510,-0.177,0.870,1.831,0.854,1.526
0.313,-0.130,0.868,1.404,0.366,1.404
0.510,-0.169,0.853,1.343,0.427,1.709
0.328,-0.137,0.889,1.282,0.427,1.404
0.473,-0.152,0.839,1.221,0.610,1.404
0.372,-0.150,0.902,1.343,0.610,1.099
0.411,-0.140,0.838,1.648,0.732,1.343
0.431,-0.168,0.901,1.892,1.282,1.221
0.351,-0.132,0.843,1.953,1.709,1.404
0.484,-0.176,0.885,2.075,1.892,1.587
0.313,-0.131,0.860,1.831,2.014,1.709
0.507,-0.179,0.862,1.892,2.502,2.075
0.318,-0.136,0.876,1.709,2.625,2.075
0.501,-0.164,0.842,1.587,2.258,2.502
0.354,-0.144,0.891,1.526,1.648,2.686
0.455,-0.148,0.831,1.343,1.709,2.991
0.413,-0.162,0.898,1.465,1.587,2.686
0.391,-0.138,0.838,1.465,1.343,2.563
0.473,-0.173,0.893,1.526,1.465,1.953
0.343,-0.128,0.852,1.465,1.404,1.831
0.512,-0.175,0.877,1.465,1.282,1.526
0.317,-0.131,0.874,1.160,1.282,1.160
0.515,-0.173,0.858,1.282,1.770,1.282
0.335,-0.141,0.890,1.404,1.404,1.038
0.484,-0.157,0.837,1.465,1.465,1.404
0.382,-0.153,0.896,1.465,1.526,1.404
0.426,-0.143,0.833,1.282,1.404,1.648
0.442,-0.167,0.898,1.221,1.404,1.709
0.363,-0.128,0.841,1.221,1.221,1.953
0.493,-0.171,0.885,1.221,1.465,2.014
0.328,-0.125,0.857,1.038,1.465,2.136
0.519,-0.169,0.866,1.160,1.099,2.563
0.348,-0.139,0.895,0.977,1.038,2.319
0.450,-0.143,0.836,1.038,1.160,2.197
0.407,-0.155,0.902,1.282,1.526,1.648
0.393,-0.130,0.839,1.587,1.221,1.587
0.466,-0.165,0.896,2.380,1.282,1.343
0.340,-0.128,0.849,2.808,1.404,1.343
0.508,-0.180,0.873,3.357,1.465,1.221
0.315,-0.139,0.862,3.113,1.221,1.160
0.515,-0.185,0.847,2.502,1.465,1.160
0.331,-0.153,0.881,1.770,1.160,1.038
0.483,-0.169,0.836,0.732,0.793,1.648
0.375,-0.158,0.902,0.183,0.916,1.831
0.424,-0.143,0.842,-0.183,1.221,2.625
0.434,-0.165,0.908,0.244,1.770,3.113
0.361,-0.131,0.850,0.671,1.953,3.662
0.489,-0.174,0.889,1.343,2.502,3.662
0.326,-0.128,0.854,1.221,2.441,3.418
0.521,-0.175,0.857,1.160,2.380,3.113
0.324,-0.131,0.867,0.549,1.953,2.563
0.514,-0.158,0.836,0.305,1.465,2.319
0.359,-0.132,0.889,0.305,0.671,1.831
0.462,-0.139,0.834,0.671,0.183,1.709
0.404,-0.150,0.902,1.343,0.366,1.282
0.391,-0.130,0.838,1.831,0.427,0.977
0.461,-0.166,0.893,2.197,0.671,0.427
0.342,-0.128,0.848,2.075,0.549,0.061
0.508,-0.174,0.876,1.831,0.671,0.244
0.318,-0.125,0.869,1.526,0.671,0.671
0.517,-0.168,0.859,1.526,1.099,1.221
0.330,-0.136,0.892,1.770,1.282,1.648
0.484,-0.160,0.844,2.136,1.587,2.502
0.377,-0.157,0.900,2.258,1.709,2.441
0.434,-0.150,0.831,2.014,1.526,2.625
0.440,-0.171,0.893,1.465,1.221,2.563
0.372,-0.136,0.837,0.854,1.099,2.625
0.492,-0.174,0.883,0.610,1.221,2.258
0.325,-0.122,0.856,0.488,0.977,2.075
0.514,-0.167,0.868,0.977,1.160,1.953
0.317,-0.122,0.880,1.465,1.099,1.587
0.503,-0.158,0.849,2.136,1.160,1.648
0.347,-0.142,0.895,2.686,1.099,1.465
0.462,-0.155,0.833,2.930,1.160,1.343
0.406,-0.167,0.895,2.869,0.854,0.916
0.402,-0.146,0.828,2.258,0.732,0.793
0.464,-0.178,0.889,1.526,0.916,0.732
0.344,-0.135,0.847,0.671,0.732,0.854
0.503,-0.178,0.882,0.488,0.732,1.404
0.311,-0.129,0.873,0.671,0.671,1.770
0.476,-0.167,0.870,1.038,1.160,2.014
0.403,-0.155,0.872,1.587,1.526,2.075
0.412,-0.155,0.866,1.892,1.770,2.380
0.424,-0.157,0.862,1.892,1.770,2.197
0.409,-0.149,0.855,1.648,1.465,2.136
0.446,-0.158,0.865,1.038,1.404,2.014
0.376,-0.137,0.854,0.732,1.099,1.831
0.480,-0.163,0.870,0.854,0.793,2.014
0.338,-0.129,0.869,0.854,0.793,1.831
0.494,-0.164,0.859,1.282,1.160,1.770
0.335,-0.137,0.887,1.343,1.526,1.648
0.474,-0.157,0.847,1.465,1.892,1.648
0.374,-0.150,0.898,1.770,1.892,1.465
0.431,-0.145,0.836,1.770,2.075,1.648
0.438,-0.166,0.894,1.892,2.014,1.770
0.380,-0.136,0.838,1.709,1.526,2.136
0.496,-0.177,0.882,1.709,1.526,2.380
0.339,-0.133,0.851,1.526,0.977,2.747
0.524,-0.177,0.862,1.221,0.549,2.991
0.327,-0.136,0.874,0.793,0.183,2.686
0.511,-0.169,0.849,0.549,0.183,2.197
0.350,-0.145,0.896,0.671,0.183,1.343
0.464,-0.152,0.842,0.854,0.427,1.099
0.400,-0.158,0.906,1.282,0.671,0.549
0.401,-0.139,0.840,1.648,1.160,0.549
0.463,-0.171,0.895,1.892,1.282,0.610
0.346,-0.131,0.846,1.770,0.854,1.160
0.502,-0.176,0.876,1.648,1.038,1.587
0.317,-0.131,0.863,1.404,1.038,1.892
0.512,-0.173,0.854,1.282,0.916,2.502
0.323,-0.136,0.881,0.916,0.488,2.808
0.484,-0.157,0.837,0.732,0.854,3.235
0.366,-0.148,0.897,0.793,1.038,2.747
0.429,-0.141,0.835,0.732,1.038,2.625
0.428,-0.164,0.900,1.160,1.404,2.075
0.375,-0.134,0.840,1.587,1.465,1.770
0.490,-0.176,0.885,1.953,1.343,1.465
0.332,-0.130,0.852,2.014,0.977,1.343
0.519,-0.178,0.863,1.770,1.099,1.343
0.316,-0.136,0.873,1.587,0.854,1.221
0.501,-0.169,0.847,1.099,0.977,1.099
0.338,-0.144,0.893,0.854,0.916,0.610
0.458,-0.151,0.839,0.671,1.038,0.977
0.395,-0.155,0.901,0.977,1.404,1.282
0.402,-0.135,0.836,1.038,1.343,1.892
0.459,-0.169,0.894,1.343,1.099,2.380
0.347,-0.130,0.846,1.343,1.282,2.869
0.506,-0.177,0.879,1.404,1.526,3.235
0.321,-0.131,0.865,1.221,1.404,3.357
0.518,-0.174,0.858,1.099,1.648,3.540
0.328,-0.138,0.883,0.854,1.404,3.174
0.493,-0.161,0.841,0.977,1.404,2.808
0.369,-0.150,0.898,0.916,1.282,2.197
0.435,-0.141,0.834,0.916,1.282,1.892
0.428,-0.161,0.900,1.343,1.526,1.526
0.376,-0.131,0.840,1.770,1.404,1.343
0.486,-0.172,0.887,2.014,1.343,1.221
0.332,-0.128,0.852,2.136,1.343,1.282
0.517,-0.176,0.864,2.258,1.465,1.404
0.322,-0.133,0.872,1.770,1.221,1.526
0.515,-0.167,0.846,1.343,1.282,1.770
0.348,-0.142,0.892,1.099,0.916,1.953
0.472,-0.152,0.836,0.732,0.793,2.319
0.400,-0.156,0.902,0.732,0.854,2.258
0.409,-0.135,0.839,0.793,0.854,2.563
0.461,-0.165,0.898,1.160,0.977,2.380
0.354,-0.125,0.847,1.404,0.916,2.380
0.509,-0.170,0.877,1.770,0.854,2.319
0.322,-0.125,0.861,1.953,0.549,2.319
0.518,-0.172,0.855,2.075,0.793,2.197
0.324,-0.137,0.882,1.892,0.732,1.709
0.490,-0.162,0.840,1.526,0.793,1.404
0.322,-0.136,0.853,1.587,0.549,1.282
0.505,-0.182,0.869,1.404,1.099,1.404
0.307,-0.136,0.874,1.038,0.977,1.526
0.499,-0.171,0.851,0.793,1.160,1.831
0.333,-0.144,0.891,0.671,1.404,2.014
0.463,-0.154,0.836,0.610,1.526,2.747
0.388,-0.155,0.899,0.793,1.465,3.052
0.407,-0.136,0.837,1.038,1.465,3.418
0.457,-0.168,0.897,1.526,1.892,3.601
0.358,-0.130,0.847,1.587,1.587,3.540
0.511,-0.176,0.879,1.831,1.709,3.113
0.332,-0.131,0.860,1.709,1.465,2.319
0.531,-0.175,0.857,1.465,1.343,1.770
0.335,-0.137,0.881,1.221,0.732,0.977
0.501,-0.163,0.842,1.038,0.732,0.671
0.368,-0.148,0.897,0.977,0.488,0.000
0.442,-0.143,0.838,1.038,0.549,0.122
0.422,-0.160,0.903,1.343,0.671,0.305
0.378,-0.132,0.842,1.526,0.549,0.732
0.477,-0.171,0.890,1.770,0.671,1.343
0.330,-0.127,0.854,1.770,0.488,1.953
0.512,-0.176,0.868,1.770,0.793,2.319
0.313,-0.130,0.869,1.465,0.610,2.319
0.504,-0.165,0.848,1.221,0.977,2.563
0.334,-0.137,0.888,1.038,0.916,2.380
0.469,-0.149,0.836,1.160,0.916,2.441
0.387,-0.151,0.901,1.404,0.854,2.136
0.409,-0.137,0.837,1.526,0.977,2.075
0.448,-0.168,0.897,1.709,1.160,1.831
0.352,-0.132,0.844,1.831,1.221,1.587
0.501,-0.178,0.879,2.075,1.526,1.404
0.321,-0.133,0.860,1.831,0.977,1.404
0.519,-0.179,0.859,1.648,0.977,1.709
0.322,-0.141,0.882,1.343,0.854,1.648
0.493,-0.171,0.844,1.099,1.038,1.831
0.357,-0.156,0.897,1.160,1.160,1.648
0.440,-0.154,0.835,0.977,1.160,1.953
0.414,-0.166,0.898,1.099,1.465,2.014
0.379,-0.133,0.837,0.854,1.526,2.319
0.474,-0.170,0.890,1.099,1.648,2.686
0.332,-0.125,0.852,1.343,1.526,3.174
0.516,-0.174,0.870,1.709,1.404,3.235
0.321,-0.132,0.872,1.770,0.977,3.052
0.516,-0.172,0.851,1.770,1.160,2.991
0.344,-0.143,0.889,1.526,1.038,2.258
0.483,-0.158,0.836,1.282,0.793,1.892
0.393,-0.157,0.899,1.038,0.549,1.038
0.420,-0.142,0.836,0.854,0.610,0.488
0.449,-0.168,0.899,1.038,0.732,0.061
0.354,-0.131,0.846,1.282,0.549,0.000
0.502,-0.177,0.881,1.465,0.854,0.122
0.321,-0.130,0.862,1.648,0.244,0.854
0.515,-0.175,0.863,1.404,0.366,1.587
0.318,-0.139,0.883,1.038,0.671,1.831
0.492,-0.166,0.846,0.977,0.671,2.258
0.351,-0.147,0.896,0.732,0.854,2.136
0.441,-0.147,0.835,0.732,1.343,2.197
0.412,-0.161,0.899,0.916,1.587,1.831
0.383,-0.134,0.835,1.099,1.526,2.136
0.475,-0.172,0.886,1.343,1.343,2.136
0.330,-0.125,0.850,1.282,0.977,2.258
0.508,-0.171,0.872,1.343,1.465,1.953
0.313,-0.126,0.870,1.343,1.526,1.892
0.509,-0.165,0.852,1.648,1.282,2.014
0.331,-0.135,0.888,1.770,1.099,1.709
0.475,-0.152,0.838,1.648,1.099,1.770
0.382,-0.152,0.901,1.709,0.977,1.648
0.416,-0.141,0.836,1.587,1.038,2.014
0.442,-0.171,0.898,1.587,1.404,1.831
0.359,-0.136,0.842,1.526,1.465,1.892
0.501,-0.181,0.881,1.465,1.587,1.953
0.326,-0.132,0.861,1.282,1.099,2.258
0.519,-0.177,0.865,1.343,1.343,2.563
0.321,-0.140,0.884,1.343,1.526,2.563
0.498,-0.171,0.847,1.526,1.831,2.991
0.356,-0.154,0.896,1.465,1.770,2.808
0.464,-0.156,0.831,1.160,1.709,2.991
0.427,-0.163,0.896,0.916,0.610,3.174
0.401,-0.133,0.835,0.793,-0.305,3.235
0.479,-0.169,0.893,0.671,0.000,2.747
0.339,-0.126,0.856,0.793,0.000,2.075
0.506,-0.172,0.879,1.404,0.305,1.526
0.311,-0.125,0.873,1.587,0.671,0.549
0.511,-0.166,0.854,1.587,1.038,0.183
0.328,-0.134,0.886,1.709,0.977,-0.122
0.474,-0.151,0.835,1.587,1.038,0.366
0.374,-0.149,0.895,1.770,1.343,0.488
0.417,-0.139,0.831,1.648,1.160,1.221
0.435,-0.166,0.893,1.953,1.099,1.770
0.354,-0.133,0.838,1.892,0.977,2.319
0.486,-0.179,0.881,1.770,1.282,2.441
0.317,-0.132,0.858,1.343,1.099,2.258
0.513,-0.178,0.865,1.221,1.587,2.380
0.320,-0.135,0.880,1.160,1.343,2.197
0.505,-0.166,0.845,1.221,1.526,2.441
0.353,-0.148,0.895,1.099,1.404,2.197
0.460,-0.156,0.836,1.221,1.282,2.502
0.415,-0.167,0.900,1.038,0.977,2.441
0.397,-0.140,0.838,0.854,0.610,2.441
0.474,-0.171,0.895,0.854,0.793,1.953
0.346,-0.126,0.854,0.977,0.732,1.770
0.510,-0.172,0.879,1.221,0.549,1.587
0.318,-0.127,0.870,1.709,0.671,1.404
0.514,-0.170,0.855,1.892,0.916,1.343
0.329,-0.141,0.887,1.831,0.610,0.854
0.479,-0.163,0.837,1.404,0.916,0.916
0.372,-0.158,0.896,1.038,1.038,0.671
0.420,-0.145,0.833,0.793,1.221,1.099
0.436,-0.164,0.896,0.793,1.221,1.648
0.359,-0.127,0.844,0.793,0.977,2.197
0.484,-0.170,0.889,0.977,1.343,2.869
0.320,-0.128,0.861,1.221,1.465,3.235
0.511,-0.177,0.866,1.526,1.526,3.601
0.319,-0.137,0.874,1.526,1.709,3.357
0.505,-0.168,0.842,1.282,1.648,3.174
0.352,-0.143,0.892,1.038,1.282,2.502
0.462,-0.146,0.836,1.038,1.343,2.258
0.411,-0.155,0.903,1.648,1.038,1.831
0.398,-0.136,0.839,2.197,0.732,1.831
0.468,-0.175,0.894,2.502,1.038,1.465
0.317,-0.132,0.865,1.404,0.916,0.244
0.514,-0.173,0.856,1.099,0.916,0.366
0.325,-0.139,0.888,0.977,0.793,0.427
0.482,-0.161,0.844,0.916,1.099,1.282
0.369,-0.154,0.903,1.099,1.221,1.831
0.426,-0.146,0.836,0.916,1.404,2.747
0.431,-0.168,0.897,0.854,1.465,3.174
0.373,-0.135,0.836,0.793,1.282,3.723
0.493,-0.175,0.885,0.793,0.793,3.784
0.331,-0.126,0.857,0.610,0.671,3.662
0.521,-0.171,0.868,0.854,1.343,2.991
0.320,-0.128,0.879,0.977,0.977,2.136
0.507,-0.162,0.850,1.099,0.977,1.892
0.348,-0.140,0.898,1.404,0.916,1.160
0.462,-0.146,0.840,1.648,1.221,0.793
0.399,-0.153,0.902,1.953,1.282,0.427
0.398,-0.136,0.834,2.258,1.404,0.366
0.460,-0.170,0.891,2.441,1.465,0.305
0.342,-0.130,0.843,2.136,1.038,0.610
0.500,-0.178,0.872,2.014,1.282,0.916
0.314,-0.136,0.863,1.404,1.160,1.099
0.512,-0.172,0.857,1.282,1.099,1.648
0.327,-0.140,0.885,0.977,0.916,2.197
0.487,-0.163,0.839,0.732,0.916,2.808
0.369,-0.154,0.901,0.610,0.732,3.174
0.432,-0.149,0.839,0.549,0.793,3.479
0.431,-0.168,0.901,0.610,1.099,3.052
0.374,-0.133,0.840,0.671,1.038,2.869
0.491,-0.169,0.887,0.916,1.160,2.441
0.330,-0.121,0.859,1.160,0.854,2.014
0.517,-0.171,0.872,1.831,1.282,1.892
0.317,-0.131,0.876,2.197,1.099,1.404
0.508,-0.169,0.846,2.563,1.404,1.038
0.344,-0.146,0.889,2.258,1.160,0.488
0.465,-0.155,0.832,1.770,0.854,0.671
0.395,-0.161,0.898,1.221,0.854,0.671
0.398,-0.142,0.836,0.916,0.854,1.038
0.458,-0.172,0.895,0.916,1.099,1.282
0.348,-0.129,0.849,1.038,0.916,1.953
0.506,-0.173,0.880,1.221,0.854,2.319
0.318,-0.128,0.867,1.221,0.732,2.502
0.516,-0.174,0.859,1.404,0.977,2.441
0.327,-0.139,0.884,1.465,0.732,1.892
0.495,-0.161,0.841,1.221,0.854,1.831
0.372,-0.151,0.897,1.282,0.671,1.343
0.436,-0.146,0.835,0.977,0.427,1.343
0.420,-0.164,0.902,0.793,0.671,0.977
0.365,-0.134,0.845,0.793,0.977,1.099
0.470,-0.173,0.893,1.038,1.465,1.221
0.315,-0.129,0.858,1.099,1.648,1.770
0.499,-0.176,0.869,1.343,2.197,2.502
0.304,-0.135,0.873,1.221,2.380,2.930
0.504,-0.170,0.846,1.099,2.869,3.601
0.342,-0.142,0.888,1.282,2.625,3.845
0.471,-0.152,0.832,1.282,2.380,4.456
0.405,-0.158,0.895,1.404,2.136,4.211
0.420,-0.140,0.833,1.587,1.465,3.845
0.470,-0.171,0.894,1.526,0.977,3.174
0.363,-0.131,0.847,1.343,0.610,2.258
0.513,-0.175,0.882,1.160,0.793,1.221
0.329,-0.127,0.868,1.038,0.549,0.427
0.524,-0.172,0.864,1.160,0.549,0.183
0.328,-0.133,0.888,1.160,0.427,-0.305
0.493,-0.158,0.846,1.221,0.488,0.183
0.360,-0.145,0.900,0.916,0.366,0.488
0.434,-0.141,0.838,0.793,0.793,1.038
0.417,-0.157,0.903,1.282,1.282,1.282
0.372,-0.126,0.841,1.587,1.221,1.953
0.477,-0.167,0.888,2.197,1.404,2.441
0.329,-0.124,0.849,2.258,1.343,2.747
0.509,-0.175,0.865,2.075,1.282,2.991
0.313,-0.134,0.868,1.770,1.221,2.563
0.506,-0.171,0.844,1.465,1.343,2.319
0.341,-0.145,0.885,1.099,1.038,1.831
0.472,-0.156,0.834,0.916,0.671,1.892
0.391,-0.158,0.899,0.854,0.549,1.526
0.408,-0.140,0.839,0.671,0.732,1.343
0.448,-0.168,0.902,0.732,1.038,0.977
0.347,-0.130,0.854,0.916,1.099,0.916
0.495,-0.174,0.888,1.648,1.648,0.916
0.316,-0.127,0.868,1.831,1.953,1.099
0.514,-0.174,0.860,2.014,2.075,1.587
0.325,-0.139,0.878,1.831,1.892,1.953
