aX,aY,aZ,gX,gY,gZ
0.348,-0.196,0.895,1.282,1.038,2.319
0.427,-0.195,0.836,1.404,1.343,2.197
0.409,-0.212,0.897,1.709,1.892,1.709
0.323,-0.181,0.849,1.953,1.404,1.282
0.503,-0.228,0.864,1.770,1.343,1.099
0.305,-0.183,0.869,1.282,1.038,0.732
0.500,-0.217,0.849,1.038,0.732,0.916
0.326,-0.188,0.890,1.099,0.183,0.854
0.455,-0.202,0.841,0.977,0.183,1.343
0.373,-0.203,0.902,1.038,0.610,1.221
0.393,-0.189,0.839,1.221,0.671,1.404
0.435,-0.216,0.893,1.587,0.793,1.465
0.334,-0.175,0.842,1.587,0.793,1.770
0.482,-0.220,0.874,1.953,1.221,2.014
0.302,-0.176,0.857,1.953,1.221,1.892
0.499,-0.222,0.854,2.197,1.343,2.075
0.307,-0.187,0.876,1.892,1.038,1.709
0.478,-0.216,0.839,1.709,1.221,1.587
0.347,-0.205,0.891,1.526,1.282,1.221
0.429,-0.197,0.835,1.404,1.038,1.160
0.410,-0.213,0.899,1.404,0.793,1.160
0.367,-0.188,0.840,1.343,0.854,1.648
0.466,-0.227,0.890,1.526,0.977,1.831
0.318,-0.187,0.856,1.526,1.099,1.770
0.499,-0.232,0.869,1.465,1.282,1.953
0.302,-0.184,0.872,1.221,1.099,1.770
0.495,-0.219,0.849,0.732,1.160,1.770
0.323,-0.190,0.889,0.671,1.099,1.587
0.454,-0.201,0.839,0.977,1.465,1.770
0.374,-0.203,0.899,1.282,1.587,1.709
0.396,-0.189,0.834,1.648,1.770,1.831
0.443,-0.221,0.890,2.014,1.709,1.831
0.343,-0.185,0.839,1.892,1.099,1.953
0.490,-0.230,0.871,1.526,0.916,1.709
0.308,-0.183,0.855,0.977,0.732,1.343
0.502,-0.223,0.857,0.671,0.488,1.404
0.306,-0.183,0.882,0.366,0.244,0.977
0.473,-0.208,0.847,0.488,0.610,1.221
0.338,-0.195,0.898,0.916,0.793,1.099
0.416,-0.193,0.837,1.343,1.221,1.526
0.397,-0.212,0.899,1.770,1.709,1.526
0.360,-0.185,0.837,2.014,1.831,1.953
0.462,-0.222,0.883,2.136,1.770,2.502
0.315,-0.178,0.846,1.831,1.648,2.930
0.497,-0.225,0.863,1.648,2.136,3.113
0.306,-0.181,0.867,1.160,1.953,2.930
0.506,-0.219,0.848,1.160,1.526,3.296
0.336,-0.191,0.889,1.282,0.854,2.869
0.468,-0.207,0.839,1.160,0.977,2.808
0.388,-0.210,0.899,1.160,0.977,1.953
0.405,-0.195,0.837,1.099,0.793,1.282
0.447,-0.219,0.894,1.038,0.916,0.549
0.345,-0.177,0.848,1.282,0.610,0.305
0.489,-0.221,0.881,1.648,0.366,0.183
0.303,-0.177,0.864,1.953,0.000,0.366
0.498,-0.225,0.860,2.319,0.488,0.732
0.305,-0.190,0.879,2.258,0.793,0.793
0.475,-0.218,0.838,1.831,0.916,1.404
0.343,-0.202,0.890,1.343,0.977,1.526
0.422,-0.197,0.832,0.854,1.038,2.136
0.402,-0.209,0.897,0.610,0.977,2.502
0.356,-0.179,0.843,0.854,1.343,2.747
0.459,-0.216,0.891,1.404,1.953,2.686
0.316,-0.175,0.854,2.136,1.953,2.747
0.502,-0.224,0.866,2.747,1.770,2.808
0.306,-0.184,0.866,2.502,1.343,2.380
0.500,-0.225,0.842,2.197,1.526,2.380
0.331,-0.200,0.882,1.770,1.038,1.709
0.460,-0.212,0.834,1.160,0.793,1.770
0.381,-0.211,0.896,0.793,0.427,1.404
0.395,-0.191,0.836,0.671,0.183,1.465
0.435,-0.219,0.894,0.916,0.122,1.404
0.330,-0.182,0.848,1.282,0.366,1.343
0.479,-0.229,0.881,1.709,0.916,1.282
0.297,-0.184,0.863,1.770,1.221,1.160
0.495,-0.227,0.858,1.648,1.587,1.404
0.305,-0.191,0.880,1.343,1.770,1.526
0.478,-0.216,0.841,1.099,1.648,2.136
0.351,-0.204,0.895,1.099,1.404,2.136
0.431,-0.200,0.834,1.282,1.404,2.625
0.415,-0.214,0.895,1.343,1.160,2.625
0.365,-0.186,0.836,1.160,0.977,2.563
0.466,-0.225,0.884,1.038,1.282,2.075
0.318,-0.180,0.853,0.671,1.160,1.648
0.500,-0.222,0.869,0.916,1.343,1.221
0.303,-0.177,0.874,1.038,1.099,0.977
0.494,-0.215,0.851,1.404,1.221,1.343
0.325,-0.190,0.887,1.465,1.343,1.221
0.454,-0.203,0.835,1.404,1.465,1.587
0.376,-0.204,0.896,1.587,1.221,1.770
0.392,-0.189,0.836,1.587,1.343,2.136
0.438,-0.218,0.893,1.770,1.587,2.319
0.334,-0.180,0.844,2.014,1.343,2.380
0.488,-0.225,0.875,2.075,1.587,2.319
0.309,-0.181,0.859,2.197,1.221,2.197
0.506,-0.227,0.854,2.014,0.916,2.136
0.312,-0.193,0.877,1.465,0.732,1.953
0.481,-0.220,0.840,1.404,0.916,1.709
0.351,-0.207,0.894,1.160,0.977,1.282
0.428,-0.204,0.834,0.916,1.038,1.282
0.413,-0.218,0.896,0.854,0.916,1.099
0.367,-0.187,0.840,0.671,0.610,1.404
0.469,-0.225,0.889,0.977,0.854,1.648
0.319,-0.182,0.855,1.221,0.793,1.892
0.501,-0.229,0.869,1.526,1.099,2.075
0.302,-0.182,0.870,1.160,0.916,1.770
0.492,-0.217,0.850,1.099,1.160,1.709
0.320,-0.190,0.889,0.854,1.099,1.404
0.450,-0.203,0.837,0.977,1.282,1.526
0.376,-0.203,0.896,1.343,1.282,1.648
0.392,-0.187,0.833,1.709,1.099,2.014
0.439,-0.220,0.887,1.648,1.160,2.136
0.337,-0.182,0.837,1.648,0.977,2.136
0.487,-0.225,0.870,1.526,0.732,2.319
0.304,-0.179,0.857,1.221,0.671,2.197
0.501,-0.223,0.858,1.282,0.916,1.953
0.309,-0.185,0.884,1.221,0.793,1.404
0.478,-0.212,0.846,1.343,0.977,1.343
0.350,-0.202,0.898,1.709,1.160,1.221
0.427,-0.202,0.836,1.831,1.221,1.343
0.413,-0.221,0.895,1.770,1.282,1.282
0.365,-0.192,0.838,1.526,1.099,1.465
0.469,-0.231,0.885,1.343,1.099,1.465
0.306,-0.181,0.874,0.549,0.854,1.648
0.497,-0.217,0.853,0.793,0.671,2.075
0.327,-0.194,0.890,1.099,0.793,1.770
0.455,-0.206,0.837,1.282,0.977,1.831
0.380,-0.209,0.895,1.282,1.038,1.526
0.392,-0.190,0.833,1.160,1.038,1.404
0.438,-0.216,0.891,1.343,1.099,1.282
0.331,-0.178,0.844,1.160,0.977,1.404
0.484,-0.222,0.876,1.404,1.221,1.770
0.300,-0.177,0.862,1.587,0.671,2.075
0.499,-0.220,0.857,1.648,0.793,2.380
0.308,-0.185,0.879,1.709,0.793,2.258
0.477,-0.213,0.841,1.465,1.038,2.380
0.351,-0.202,0.892,1.587,1.099,1.953
0.424,-0.199,0.833,1.587,0.854,1.587
0.410,-0.214,0.896,1.587,0.977,1.160
0.361,-0.184,0.840,1.587,1.038,1.038
0.465,-0.223,0.887,1.831,0.977,0.977
0.310,-0.180,0.855,2.075,0.854,0.977
0.494,-0.230,0.868,2.380,1.282,1.160
0.297,-0.188,0.869,2.014,1.343,0.977
0.489,-0.227,0.846,1.770,1.587,1.404
0.322,-0.199,0.885,1.221,1.526,1.404
0.450,-0.211,0.835,0.732,1.648,1.831
0.380,-0.213,0.896,0.671,1.526,2.014
0.394,-0.195,0.837,0.671,1.343,2.686
0.443,-0.224,0.893,1.099,1.343,3.052
0.338,-0.185,0.846,1.038,1.282,3.296
0.493,-0.229,0.879,1.343,1.648,3.174
0.311,-0.182,0.862,1.404,1.282,2.747
0.507,-0.225,0.858,1.282,1.038,2.625
0.313,-0.189,0.881,1.282,0.977,1.770
0.479,-0.214,0.842,1.343,1.099,1.282
0.350,-0.200,0.895,1.343,1.099,0.610
0.423,-0.198,0.837,1.343,1.282,0.305
0.409,-0.214,0.897,1.526,1.587,0.122
0.361,-0.185,0.838,1.526,1.221,0.610
0.464,-0.226,0.882,1.648,1.099,0.977
0.313,-0.182,0.850,1.465,1.221,1.404
0.499,-0.229,0.865,1.343,1.587,1.831
0.303,-0.183,0.870,1.221,1.038,2.075
0.494,-0.220,0.848,1.160,1.160,2.319
0.326,-0.193,0.888,1.099,1.160,2.136
0.455,-0.206,0.836,1.099,1.221,2.075
0.377,-0.208,0.899,1.038,1.099,1.953
0.392,-0.194,0.837,1.099,1.099,1.892
0.438,-0.224,0.894,1.282,1.404,1.770
0.333,-0.187,0.844,1.343,1.465,1.404
0.488,-0.232,0.874,1.282,1.709,1.343
0.307,-0.184,0.858,1.038,1.343,1.404
0.502,-0.225,0.856,0.854,1.221,1.770
0.308,-0.186,0.880,0.671,1.038,1.831
0.476,-0.214,0.843,0.732,1.221,2.197
0.346,-0.202,0.895,1.099,0.977,2.136
0.425,-0.201,0.834,1.343,1.160,2.136
0.414,-0.215,0.895,1.282,1.282,1.587
0.368,-0.183,0.838,1.282,0.977,1.709
0.471,-0.220,0.887,1.343,1.099,1.770
0.317,-0.174,0.855,1.526,0.916,1.953
0.500,-0.222,0.872,1.770,1.160,2.197
0.304,-0.180,0.873,1.831,1.221,2.014
0.498,-0.219,0.850,2.014,1.221,2.136
0.329,-0.193,0.889,2.014,1.038,1.953
0.460,-0.206,0.836,1.953,1.160,1.953
0.379,-0.209,0.895,2.136,1.343,1.526
0.396,-0.197,0.833,2.075,1.343,1.709
0.442,-0.228,0.888,2.136,1.160,1.526
0.337,-0.191,0.840,2.014,0.732,1.587
0.485,-0.234,0.873,1.953,0.671,1.648
0.301,-0.188,0.860,1.526,0.610,1.465
0.497,-0.231,0.860,1.465,0.916,1.709
0.303,-0.192,0.883,1.282,1.099,1.831
0.473,-0.218,0.845,1.221,1.465,2.075
0.346,-0.203,0.894,1.343,1.587,1.953
0.424,-0.200,0.833,1.221,1.465,2.319
0.407,-0.217,0.894,1.221,1.343,2.258
0.363,-0.187,0.836,1.038,1.404,2.319
0.467,-0.224,0.884,1.160,1.587,2.380
0.318,-0.177,0.850,1.221,1.221,2.258
0.502,-0.223,0.866,1.343,1.465,2.136
0.305,-0.180,0.869,1.343,0.977,1.648
0.496,-0.219,0.849,1.526,1.221,1.709
0.327,-0.195,0.888,1.648,1.099,1.099
0.458,-0.209,0.837,1.587,1.343,1.343
0.382,-0.211,0.896,1.770,1.343,0.854
0.402,-0.197,0.833,1.770,1.038,1.038
0.445,-0.226,0.890,1.404,0.732,1.221
0.341,-0.187,0.844,0.977,0.610,1.465
0.487,-0.230,0.881,0.977,0.916,1.709
0.301,-0.181,0.868,0.732,0.732,1.831
0.497,-0.224,0.866,0.854,1.282,1.953
0.306,-0.188,0.884,1.221,1.648,1.831
0.476,-0.216,0.842,1.587,1.770,2.197
0.349,-0.206,0.889,1.526,1.892,2.136
0.430,-0.205,0.828,1.343,1.709,2.380
0.410,-0.220,0.890,1.343,1.465,2.319
0.368,-0.193,0.834,1.038,1.221,2.380
0.470,-0.231,0.881,1.099,1.160,2.380
0.323,-0.185,0.849,0.854,0.610,2.258
0.503,-0.228,0.868,0.916,0.427,2.075
0.304,-0.181,0.874,0.854,0.305,1.648
0.495,-0.218,0.854,1.038,0.671,1.404
0.323,-0.193,0.892,1.404,0.793,0.671
0.456,-0.207,0.839,1.709,0.977,0.793
0.375,-0.209,0.895,1.953,0.977,0.488
0.393,-0.195,0.833,1.709,1.099,0.732
0.435,-0.223,0.889,1.648,1.404,0.916
0.337,-0.187,0.841,1.282,1.282,1.282
0.483,-0.229,0.875,1.160,1.465,1.770
0.302,-0.180,0.859,0.854,1.282,2.197
0.501,-0.223,0.859,0.732,1.526,2.869
0.311,-0.185,0.879,0.793,1.282,2.991
0.480,-0.211,0.842,1.160,0.916,3.296
0.349,-0.198,0.895,1.221,0.977,3.174
0.434,-0.200,0.834,1.221,1.343,3.052
0.416,-0.218,0.895,1.587,1.343,2.563
0.375,-0.191,0.838,1.465,0.977,2.075
0.473,-0.228,0.886,1.648,1.282,1.282
0.323,-0.185,0.852,1.404,0.977,0.671
0.500,-0.232,0.870,1.404,0.916,0.366
0.320,-0.195,0.888,1.465,0.427,0.854
0.451,-0.211,0.836,1.404,0.610,1.648
0.370,-0.213,0.895,1.343,0.793,1.892
0.393,-0.196,0.833,1.160,0.854,2.441
0.436,-0.221,0.892,1.038,1.038,2.441
0.341,-0.181,0.842,0.916,0.671,2.747
0.485,-0.225,0.877,1.160,0.671,2.869
0.303,-0.181,0.860,1.099,0.732,2.441
0.500,-0.225,0.860,1.282,1.160,2.075
0.307,-0.187,0.882,1.282,1.282,1.465
0.480,-0.215,0.842,1.648,1.343,1.343
0.345,-0.201,0.893,1.648,1.404,1.038
0.428,-0.203,0.834,1.526,1.404,1.465
0.406,-0.220,0.895,1.465,1.221,1.404
0.367,-0.193,0.836,1.160,0.916,1.831
0.464,-0.232,0.885,1.099,0.916,1.831
0.320,-0.188,0.851,0.916,0.977,1.953
0.501,-0.235,0.867,0.732,1.221,2.014
0.303,-0.189,0.869,0.671,0.977,1.770
0.498,-0.226,0.847,0.610,1.038,1.587
0.324,-0.196,0.885,0.488,0.732,1.282
0.456,-0.207,0.837,0.244,0.671,1.343
0.371,-0.205,0.898,0.305,0.793,1.221
0.396,-0.190,0.838,0.793,0.977,1.648
0.432,-0.217,0.897,1.282,1.282,1.831
0.336,-0.179,0.845,1.343,1.282,2.136
0.481,-0.224,0.878,1.648,1.587,2.441
0.302,-0.177,0.858,1.404,1.038,2.625
0.498,-0.221,0.859,1.221,1.282,2.869
0.306,-0.181,0.878,1.099,1.404,2.441
0.483,-0.208,0.843,1.221,1.526,2.747
0.347,-0.192,0.892,1.709,1.282,2.563
0.432,-0.195,0.833,2.075,1.343,2.441
0.409,-0.214,0.895,2.441,1.465,2.197
0.373,-0.190,0.837,2.502,1.282,1.770
0.469,-0.231,0.885,2.441,1.465,1.282
0.327,-0.189,0.849,2.136,1.282,1.160
0.506,-0.236,0.868,1.831,1.343,1.221
0.307,-0.188,0.872,1.282,0.854,1.099
0.500,-0.224,0.855,1.221,0.916,1.526
0.320,-0.196,0.891,1.343,0.854,1.709
0.458,-0.214,0.840,1.221,0.977,2.258
0.371,-0.214,0.896,1.343,1.099,2.319
0.398,-0.200,0.833,0.977,1.038,2.625
0.434,-0.223,0.890,0.793,1.221,2.563
0.341,-0.184,0.840,0.610,1.038,2.502
0.485,-0.225,0.875,0.793,1.099,2.441
0.307,-0.175,0.856,0.977,0.610,2.441
0.500,-0.219,0.858,1.221,0.549,2.380
0.305,-0.182,0.876,1.343,0.488,1.831
0.479,-0.213,0.843,1.892,0.732,1.526
0.340,-0.200,0.892,1.953,0.793,0.977
0.427,-0.201,0.834,1.709,0.977,0.671
0.399,-0.214,0.896,1.709,1.343,0.244
0.368,-0.188,0.838,1.587,1.526,0.488
0.458,-0.226,0.888,1.892,1.465,0.916
0.318,-0.184,0.851,1.709,1.648,1.526
0.497,-0.231,0.870,1.709,1.892,2.136
0.302,-0.186,0.870,1.282,1.404,2.625
0.498,-0.225,0.852,1.160,1.526,3.296
0.329,-0.195,0.886,0.916,1.770,3.357
0.472,-0.210,0.836,1.038,1.343,3.601
0.384,-0.207,0.894,0.916,0.610,3.418
0.414,-0.195,0.834,0.732,0.427,3.113
0.443,-0.220,0.897,0.854,0.549,2.441
0.350,-0.182,0.849,1.160,0.549,1.709
0.486,-0.225,0.886,1.526,0.793,0.977
0.308,-0.180,0.864,1.709,0.793,0.366
0.502,-0.226,0.863,2.014,0.854,0.061
0.307,-0.189,0.877,1.892,0.732,-0.122
0.483,-0.218,0.840,2.014,0.793,0.305
0.340,-0.203,0.887,1.892,0.549,0.732
0.428,-0.205,0.828,1.648,0.488,1.465
0.395,-0.218,0.892,1.282,0.305,1.892
0.362,-0.190,0.836,1.038,0.305,2.197
0.450,-0.225,0.888,0.977,0.671,2.502
0.311,-0.180,0.853,0.916,0.854,2.686
0.490,-0.225,0.872,1.221,1.343,2.808
0.300,-0.181,0.868,1.282,1.404,2.686
0.498,-0.223,0.849,1.526,1.343,2.808
0.323,-0.196,0.883,1.648,1.038,2.380
0.464,-0.215,0.834,1.587,1.221,2.075
0.371,-0.213,0.893,1.343,1.038,1.282
0.403,-0.199,0.834,1.160,0.977,0.793
0.432,-0.224,0.896,1.038,1.160,0.549
0.342,-0.187,0.845,1.038,0.977,0.793
0.482,-0.231,0.882,1.343,1.099,1.099
0.308,-0.187,0.859,1.465,0.916,1.587
0.502,-0.232,0.861,1.404,0.977,2.075
0.307,-0.192,0.878,1.038,0.793,2.197
0.485,-0.221,0.845,0.854,1.160,2.625
0.343,-0.202,0.893,0.854,1.221,2.441
0.437,-0.200,0.835,0.549,1.038,2.441
0.402,-0.209,0.899,0.610,0.916,2.380
0.372,-0.183,0.840,0.671,0.977,2.441
0.459,-0.220,0.891,1.282,1.221,2.136
0.321,-0.178,0.851,1.587,1.282,1.892
0.498,-0.226,0.869,1.709,1.282,1.648
0.301,-0.181,0.868,1.770,0.916,1.404
0.499,-0.221,0.849,1.709,1.099,1.282
0.318,-0.192,0.885,1.648,0.854,0.916
0.457,-0.208,0.838,1.709,0.854,1.160
0.362,-0.208,0.897,1.709,1.038,0.916
0.394,-0.198,0.836,1.709,1.282,1.160
0.422,-0.225,0.893,2.014,1.587,1.160
0.337,-0.191,0.840,1.892,1.587,1.587
0.476,-0.233,0.875,1.770,1.770,1.892
0.302,-0.186,0.855,1.221,1.648,2.319
0.499,-0.230,0.859,0.854,1.831,2.563
0.306,-0.191,0.880,0.610,1.404,2.686
0.486,-0.220,0.848,0.732,1.404,3.113
0.343,-0.202,0.896,0.916,1.343,3.113
0.441,-0.207,0.834,1.038,1.404,3.296
0.409,-0.219,0.896,1.160,1.221,2.991
0.380,-0.192,0.836,1.038,1.038,2.808
0.468,-0.226,0.888,1.038,1.221,2.136
0.327,-0.182,0.852,1.099,1.099,1.404
0.500,-0.226,0.876,1.343,1.282,0.977
0.303,-0.178,0.875,1.343,1.099,0.305
0.500,-0.217,0.855,1.526,1.343,0.305
0.365,-0.204,0.897,1.892,1.526,1.343
0.403,-0.194,0.833,1.953,1.526,1.892
0.430,-0.219,0.891,1.892,1.221,2.319
0.342,-0.182,0.839,1.831,1.038,2.686
0.479,-0.227,0.878,1.770,1.465,2.808
0.304,-0.182,0.857,1.770,1.343,2.502
0.503,-0.229,0.862,2.014,1.343,2.625
0.309,-0.190,0.877,2.136,1.404,2.319
0.487,-0.221,0.841,2.319,1.221,2.319
0.348,-0.206,0.889,2.136,1.221,1.770
0.444,-0.211,0.831,1.892,0.793,1.709
0.406,-0.223,0.893,1.709,0.244,1.221
0.378,-0.200,0.834,1.160,-0.061,1.160
0.458,-0.232,0.889,1.038,0.183,1.099
0.320,-0.186,0.853,0.732,0.183,0.793
0.492,-0.231,0.877,0.916,0.366,1.099
0.294,-0.185,0.874,0.854,0.305,1.343
0.489,-0.225,0.857,0.916,0.854,1.892
0.310,-0.195,0.890,1.099,1.465,2.075
0.456,-0.212,0.839,0.977,1.648,2.563
0.365,-0.208,0.893,0.977,1.953,2.625
0.408,-0.197,0.828,0.916,1.648,2.991
0.434,-0.221,0.886,0.977,1.343,3.113
0.348,-0.183,0.837,0.732,0.977,3.235
0.484,-0.226,0.877,0.671,0.916,2.869
0.309,-0.179,0.858,0.793,0.610,2.380
0.502,-0.225,0.864,1.038,0.732,1.648
0.305,-0.185,0.880,1.221,0.671,0.793
0.484,-0.218,0.848,1.465,0.732,0.549
0.340,-0.203,0.895,1.709,0.793,0.244
0.436,-0.207,0.836,1.770,0.916,0.549
0.399,-0.218,0.895,1.526,0.916,0.793
0.374,-0.192,0.836,1.221,0.916,1.404
0.456,-0.224,0.892,0.854,0.916,1.770
0.320,-0.180,0.856,0.916,1.038,2.441
0.492,-0.227,0.877,1.404,1.282,2.869
0.300,-0.182,0.872,1.709,1.343,2.930
0.500,-0.224,0.852,1.831,1.648,2.808
0.323,-0.193,0.883,1.709,1.343,2.502
0.468,-0.208,0.834,1.526,1.282,2.380
0.378,-0.205,0.892,1.587,1.221,1.648
0.416,-0.195,0.831,1.526,0.305,1.587
0.436,-0.221,0.892,1.892,-0.305,1.343
0.347,-0.186,0.843,1.587,-0.244,0.977
0.479,-0.232,0.882,1.648,-0.122,0.488
0.302,-0.186,0.862,1.404,-0.061,0.000
0.495,-0.233,0.865,1.343,0.305,-0.061
0.298,-0.192,0.882,1.038,0.488,0.000
0.479,-0.221,0.848,1.160,0.854,0.549
0.334,-0.202,0.894,1.221,0.732,1.343
0.430,-0.206,0.834,1.221,0.671,2.441
0.392,-0.218,0.894,1.221,0.793,3.052
0.366,-0.194,0.836,1.099,0.793,3.601
0.451,-0.229,0.888,1.038,1.160,3.479
0.317,-0.183,0.850,0.854,1.343,3.113
0.491,-0.227,0.871,0.977,1.709,2.747
0.296,-0.179,0.869,0.977,1.770,2.014
0.494,-0.218,0.855,1.221,1.953,1.831
0.315,-0.189,0.888,1.648,1.953,1.465
0.466,-0.211,0.837,2.075,2.014,1.709
0.373,-0.209,0.893,2.258,1.404,1.587
0.410,-0.200,0.830,2.136,1.038,1.831
0.432,-0.227,0.889,1.831,0.793,1.831
0.349,-0.192,0.839,1.160,0.549,1.648
0.485,-0.230,0.881,0.854,0.366,1.465
0.311,-0.180,0.863,0.671,0.000,1.465
0.504,-0.225,0.871,0.793,0.000,1.526
0.305,-0.185,0.886,1.221,-0.122,1.404
0.482,-0.219,0.852,1.587,0.427,1.709
0.337,-0.204,0.894,1.831,0.732,1.526
0.435,-0.208,0.835,1.709,1.038,1.648
0.394,-0.218,0.895,1.404,0.977,1.587
0.371,-0.192,0.836,0.916,1.038,1.709
0.453,-0.226,0.888,1.038,1.221,1.770
0.319,-0.182,0.849,1.160,0.916,2.014
0.491,-0.228,0.871,1.099,0.854,2.441
0.296,-0.182,0.869,1.099,0.977,2.319
0.492,-0.222,0.856,1.282,1.282,2.258
0.311,-0.191,0.888,1.404,1.160,1.770
0.459,-0.208,0.840,1.526,1.343,1.892
0.364,-0.206,0.895,1.892,1.343,1.465
0.405,-0.197,0.833,1.953,1.221,1.648
0.426,-0.224,0.891,1.892,1.160,1.404
0.343,-0.191,0.839,1.526,0.977,1.404
0.477,-0.232,0.879,1.465,1.282,1.343
0.303,-0.182,0.858,1.160,1.038,1.526
0.498,-0.228,0.864,1.160,1.160,1.892
0.304,-0.189,0.880,1.160,0.854,1.892
0.484,-0.221,0.850,1.404,0.977,2.197
0.340,-0.204,0.895,1.526,1.099,2.258
0.441,-0.211,0.836,1.953,1.343,2.380
0.402,-0.222,0.894,2.014,1.099,2.075
0.380,-0.199,0.834,1.587,0.732,2.075
0.459,-0.235,0.887,1.282,0.671,1.770
0.325,-0.191,0.851,0.732,0.488,1.465
0.492,-0.234,0.875,0.549,0.854,1.221
0.294,-0.185,0.873,0.488,0.793,0.977
0.488,-0.224,0.860,0.549,1.465,1.099
0.303,-0.188,0.891,0.793,1.526,1.160
0.452,-0.207,0.843,1.282,2.136,1.587
0.356,-0.204,0.896,1.770,2.136,1.953
0.401,-0.197,0.829,2.197,1.709,2.747
0.422,-0.223,0.886,2.136,1.343,3.052
0.345,-0.189,0.833,1.587,1.160,3.235
0.479,-0.231,0.875,1.343,1.099,2.869
0.308,-0.182,0.856,0.916,0.916,2.502
0.503,-0.225,0.863,0.854,1.099,2.197
0.306,-0.184,0.883,1.099,1.038,1.343
0.486,-0.218,0.851,1.404,1.160,1.282
0.338,-0.204,0.897,1.770,1.282,0.732
0.442,-0.212,0.839,1.953,1.465,0.671
0.398,-0.224,0.899,1.831,1.526,0.793
0.377,-0.199,0.837,1.343,1.282,1.343
0.454,-0.231,0.889,0.977,1.465,1.709
0.321,-0.187,0.851,0.549,1.404,2.197
0.491,-0.229,0.875,0.305,1.648,2.747
0.299,-0.181,0.872,0.305,1.404,3.052
0.499,-0.218,0.856,0.793,1.770,3.479
0.321,-0.188,0.886,1.038,1.648,3.418
0.470,-0.207,0.835,1.404,1.221,3.479
0.349,-0.183,0.842,1.587,-0.061,0.488
0.478,-0.227,0.882,1.770,0.244,0.000
0.302,-0.183,0.861,1.770,0.366,-0.305
0.493,-0.231,0.867,1.892,0.549,-0.183
0.297,-0.191,0.881,1.770,0.854,-0.244
0.480,-0.223,0.849,1.892,1.038,0.427
0.330,-0.205,0.895,1.648,0.977,0.916
0.431,-0.211,0.837,1.404,1.221,1.831
0.386,-0.221,0.897,1.160,1.465,2.197
0.371,-0.194,0.834,0.916,1.648,2.808
0.453,-0.225,0.887,0.610,1.648,3.113
0.324,-0.181,0.850,0.671,1.282,3.418
0.497,-0.226,0.875,1.221,1.282,3.662
0.303,-0.184,0.869,1.587,1.221,3.357
0.502,-0.227,0.853,1.892,1.404,2.869
0.322,-0.198,0.880,1.892,1.160,1.770
0.471,-0.217,0.834,1.648,0.977,1.160
0.366,-0.210,0.893,1.099,0.610,0.305
0.408,-0.199,0.835,0.977,0.671,-0.244
0.421,-0.221,0.899,1.404,0.854,-0.366
0.344,-0.186,0.845,1.404,0.977,-0.061
0.475,-0.231,0.884,1.709,1.160,0.427
0.306,-0.186,0.858,1.953,0.610,1.282
0.500,-0.234,0.861,1.587,0.854,2.014
0.304,-0.194,0.873,1.160,0.671,2.502
0.486,-0.226,0.843,0.671,0.366,2.930
0.336,-0.201,0.889,0.183,0.549,2.869
0.438,-0.202,0.837,0.122,0.671,2.991
0.389,-0.209,0.899,0.244,0.671,2.502
0.374,-0.187,0.840,0.610,0.854,2.258
0.446,-0.222,0.893,1.221,0.977,1.770
0.316,-0.181,0.852,1.648,1.038,1.404
0.486,-0.227,0.873,1.953,1.587,1.099
0.294,-0.182,0.865,2.014,1.526,0.977
0.491,-0.223,0.851,2.136,1.465,1.221
0.312,-0.192,0.881,2.136,1.465,1.343
0.464,-0.215,0.837,1.892,1.404,1.953
0.361,-0.211,0.895,1.709,1.404,1.831
0.410,-0.203,0.835,1.526,1.526,2.136
0.427,-0.226,0.895,1.282,1.465,1.892
0.352,-0.190,0.844,0.854,1.099,2.014
0.479,-0.232,0.886,1.038,1.160,2.075
0.310,-0.187,0.860,0.916,1.099,1.953
0.504,-0.232,0.867,1.221,1.404,1.953
0.306,-0.190,0.876,1.099,1.221,1.831
0.488,-0.221,0.846,1.282,1.465,1.892
0.336,-0.200,0.892,1.343,1.282,1.526
0.441,-0.207,0.836,1.343,1.221,1.892
0.389,-0.215,0.896,1.465,1.160,1.526
0.377,-0.193,0.836,1.526,1.221,1.526
0.453,-0.226,0.888,1.465,1.465,1.343
0.328,-0.183,0.846,1.282,0.916,1.526
0.495,-0.229,0.872,1.343,0.610,1.648
0.303,-0.183,0.867,1.160,0.305,1.770
0.500,-0.226,0.857,1.160,0.549,1.953
0.313,-0.194,0.886,1.282,0.549,1.526
0.465,-0.216,0.842,1.221,0.854,1.526
0.360,-0.211,0.896,1.282,0.977,0.977
0.411,-0.203,0.834,1.282,0.916,1.038
0.420,-0.224,0.895,1.221,0.854,0.977
0.345,-0.190,0.842,1.160,0.732,1.099
0.468,-0.232,0.882,1.160,1.221,1.282
0.299,-0.186,0.858,1.160,1.160,1.526
0.493,-0.233,0.864,1.221,1.404,1.770
0.297,-0.192,0.876,0.977,1.282,2.014
0.487,-0.227,0.845,0.671,1.221,2.502
0.335,-0.203,0.890,0.610,0.916,2.563
0.443,-0.205,0.837,0.488,0.854,2.808
0.391,-0.212,0.899,0.610,1.038,2.502
0.376,-0.191,0.837,0.854,1.099,2.380
0.447,-0.223,0.889,1.099,1.404,1.831
0.321,-0.182,0.848,1.221,1.587,1.343
0.491,-0.227,0.873,1.282,1.587,1.099
0.304,-0.177,0.866,1.343,1.221,0.977
0.504,-0.218,0.857,1.587,0.977,1.343
