aX,aY,aZ,gX,gY,gZ
0.079,-0.084,0.909,0.549,0.977,2.380
0.039,-0.020,0.843,0.793,0.977,2.319
-0.103,0.024,0.889,0.854,0.549,1.465
0.064,-0.025,1.078,1.099,1.099,1.770
0.035,-0.056,1.096,0.854,0.793,1.709
0.011,-0.064,0.891,0.732,0.793,2.136
0.047,-0.027,0.862,0.916,1.343,2.686
-0.055,0.021,0.923,0.488,1.038,2.319
0.121,-0.050,1.045,0.122,1.526,1.343
0.030,-0.071,1.014,0.061,0.977,1.282
-0.046,-0.025,0.809,0.427,1.892,1.038
-0.019,0.001,1.001,1.099,1.343,0.916
0.123,-0.113,1.156,1.038,1.648,0.366
-0.017,-0.042,1.070,1.709,0.793,0.854
0.170,-0.106,0.970,1.831,1.709,0.488
0.052,-0.051,0.946,1.709,0.244,0.916
-0.009,0.007,0.746,1.404,1.587,1.099
0.079,0.018,0.974,0.427,0.732,1.709
-0.110,-0.011,1.087,0.000,0.793,1.648
0.085,-0.061,1.100,-0.549,1.465,1.709
0.099,-0.078,1.187,-0.488,1.160,1.587
-0.059,-0.007,0.720,0.061,0.732,1.953
0.065,-0.041,0.788,2.380,1.404,1.099
-0.212,0.024,0.801,2.808,0.305,0.977
0.129,-0.078,1.184,2.380,2.380,0.793
-0.041,-0.034,1.087,0.732,0.366,1.465
-0.014,-0.012,0.809,-0.122,1.587,2.014
-0.006,0.012,0.795,-0.427,1.099,2.563
0.028,0.010,0.919,0.244,1.709,2.075
0.143,-0.089,1.091,0.732,1.831,0.366
0.014,-0.063,0.991,1.709,0.732,-0.122
0.005,0.008,0.818,2.197,0.793,0.183
0.056,0.004,0.867,1.892,1.038,1.343
0.041,0.006,1.015,1.343,0.549,2.380
-0.014,0.012,0.999,0.977,0.793,2.747
-0.074,0.003,1.007,1.221,1.038,2.808
0.027,-0.007,1.016,1.282,1.099,2.258
0.069,-0.066,1.047,1.831,1.038,2.747
0.099,-0.103,0.972,1.770,1.099,2.380
0.080,-0.041,0.874,1.892,0.977,3.235
0.123,-0.134,0.963,1.221,1.465,2.747
-0.022,-0.018,0.825,0.854,0.366,3.296
0.123,-0.032,0.795,0.916,2.380,3.296
-0.026,0.020,0.792,0.488,0.610,3.601
0.206,-0.052,1.098,0.977,1.709,2.747
0.084,-0.106,1.255,0.427,-0.183,2.136
0.194,-0.176,1.170,1.221,2.380,1.648
-0.041,-0.009,0.645,1.465,0.549,2.625
0.024,-0.014,0.730,2.747,1.282,2.808
0.113,-0.028,1.036,2.441,0.916,2.747
-0.007,-0.077,1.180,2.258,0.366,3.235
0.004,-0.078,0.973,2.502,0.854,3.662
-0.073,0.057,0.875,1.831,0.549,2.869
0.033,-0.031,0.974,0.977,1.831,0.793
-0.016,-0.034,1.033,0.244,1.404,0.244
0.071,-0.064,1.073,0.122,1.648,1.587
-0.101,-0.010,0.895,0.427,0.610,2.930
0.106,-0.042,0.971,0.854,0.793,2.930
0.061,-0.095,1.141,0.916,0.610,2.686
0.067,-0.057,0.810,0.671,2.014,1.770
0.066,-0.053,0.815,1.099,1.709,1.099
-0.138,0.053,0.609,0.671,0.549,1.099
0.136,-0.021,1.173,1.465,1.221,0.977
-0.001,-0.054,1.198,0.793,0.122,2.014
-0.022,-0.054,0.919,0.916,0.671,2.686
0.044,-0.024,0.752,1.282,1.648,2.014
-0.094,0.022,0.815,1.221,0.854,1.648
0.204,-0.109,1.239,1.221,1.709,0.427
-0.050,-0.036,1.052,1.160,0.549,0.488
-0.041,-0.004,0.817,1.526,1.343,0.244
0.046,0.002,0.925,1.343,1.587,0.793
0.048,-0.066,1.142,0.977,0.610,1.099
0.004,-0.045,1.034,0.732,0.854,1.587
0.130,-0.100,1.009,0.549,2.258,1.343
-0.023,-0.063,0.894,0.244,0.732,1.099
-0.059,-0.007,0.865,0.183,1.221,0.854
-0.054,0.036,0.964,-0.854,0.549,0.793
0.167,-0.097,1.115,-1.404,2.441,0.549
0.124,-0.119,1.168,-1.343,1.038,1.038
-0.073,-0.027,0.832,1.404,1.282,0.305
-0.092,0.027,0.666,1.465,0.488,-0.305
0.097,0.020,1.091,1.160,1.892,-0.122
0.046,-0.045,1.104,0.488,0.305,1.160
0.050,-0.072,1.055,0.610,1.099,1.587
-0.020,-0.002,0.791,1.221,1.770,1.587
-0.005,-0.008,0.848,1.160,0.793,1.526
0.118,-0.061,1.120,1.160,1.709,1.343
-0.059,0.011,0.903,1.282,0.305,2.258
0.081,-0.026,0.897,1.892,2.075,2.319
0.136,-0.056,1.030,1.953,0.977,2.869
-0.006,-0.076,1.050,1.465,0.793,3.723
0.078,-0.064,0.928,1.709,1.160,4.456
0.082,-0.028,0.810,1.953,0.671,4.211
0.008,0.004,0.847,2.563,1.221,3.723
0.073,-0.005,0.948,2.625,0.427,3.662
-0.064,0.003,1.011,2.686,-0.061,4.272
0.170,-0.132,1.207,2.380,0.793,4.150
0.071,-0.098,1.048,1.221,0.671,4.089
0.027,-0.102,0.933,1.160,1.282,3.418
-0.107,0.043,0.655,0.671,0.427,3.174
0.015,0.022,1.004,1.404,1.770,2.502
0.060,-0.030,1.141,0.793,1.038,2.197
0.082,-0.127,1.101,0.916,1.526,1.709
0.014,-0.031,0.863,1.770,1.709,1.770
0.065,-0.068,0.912,2.014,1.038,1.465
-0.005,-0.065,1.211,-0.061,0.305,1.526
0.177,-0.138,1.165,0.244,2.197,1.587
-0.017,-0.011,0.787,-0.061,0.122,2.136
0.011,0.004,0.677,1.587,1.892,2.075
0.179,-0.049,1.087,1.587,0.000,2.258
0.038,-0.089,1.209,1.953,0.122,2.441
0.026,-0.072,0.976,2.075,1.282,2.319
-0.019,0.011,0.788,2.014,0.916,2.380
0.022,-0.023,0.868,2.014,1.343,1.648
0.033,-0.037,1.033,0.977,0.244,0.854
0.053,-0.072,1.111,0.610,1.282,1.221
0.024,-0.021,0.821,0.305,0.793,2.136
0.013,0.003,0.809,0.488,1.282,2.625
0.140,-0.068,1.056,0.671,1.038,2.502
0.011,-0.091,1.058,0.488,1.343,2.441
-0.015,0.013,0.802,1.099,0.854,2.991
-0.002,-0.015,0.886,1.465,0.427,2.991
0.102,-0.025,1.059,0.916,0.427,3.052
0.021,-0.069,1.031,0.244,0.671,2.747
0.055,-0.055,0.983,0.000,0.732,2.747
0.024,-0.008,0.913,0.122,0.549,2.869
-0.005,-0.027,0.896,0.366,0.244,2.686
0.111,-0.031,1.014,1.160,0.488,2.747
-0.011,-0.044,1.046,1.831,-0.977,2.991
0.099,-0.046,0.969,2.747,-1.038,3.174
0.112,-0.052,1.024,3.296,-3.174,3.479
0.073,-0.041,0.980,3.357,-5.005,3.784
0.148,-0.059,0.975,3.052,-8.240,4.333
0.156,-0.038,0.903,1.221,-15.259,4.700
-0.201,-0.105,1.104,-1.770,-22.583,5.066
-0.154,-0.101,1.019,-13.245,-11.902,6.775
0.047,0.141,0.523,-22.156,1.648,10.193
0.012,0.021,0.969,-1.038,0.183,13.062
-0.041,-0.124,1.140,17.944,-3.601,13.428
0.042,-0.218,1.508,9.583,-0.916,12.207
-0.057,-0.016,0.905,-7.996,-2.136,10.559
0.049,0.093,0.649,-10.376,3.296,9.460
-0.162,0.056,0.491,2.686,-0.732,7.324
-0.060,-0.027,0.962,12.085,1.648,5.127
-0.113,-0.087,1.111,4.700,1.465,3.479
-0.061,0.001,0.863,-4.150,2.502,2.197
0.048,0.033,0.838,-6.592,4.150,1.526
-0.076,-0.004,0.857,-0.671,2.869,0.793
0.172,-0.069,1.150,5.981,2.563,0.183
0.052,-0.069,1.196,4.272,0.549,-0.061
0.041,-0.030,0.942,1.038,0.854,0.549
0.076,-0.049,0.917,-1.526,1.465,1.343
0.004,-0.001,0.911,-4.211,1.282,1.831
0.004,-0.008,0.886,0.122,0.366,1.831
0.005,-0.016,0.753,4.517,-0.305,1.953
0.026,-0.040,1.005,1.465,0.610,2.869
0.136,-0.070,1.178,-1.770,0.549,3.662
0.025,-0.043,1.144,0.793,0.854,3.967
-0.068,-0.056,1.088,2.930,1.404,3.906
-0.013,0.043,0.601,1.465,0.671,3.418
-0.016,-0.021,0.961,0.793,2.197,3.357
0.081,0.015,0.911,0.244,1.709,3.113
-0.077,-0.016,0.860,0.977,1.770,3.357
0.050,0.013,0.944,2.625,1.404,3.906
-0.067,-0.045,0.934,1.343,1.099,4.089
0.116,-0.041,1.215,1.160,2.197,3.967
-0.001,0.023,0.775,0.610,0.671,3.906
-0.004,0.007,0.732,2.441,1.953,3.906
-0.084,-0.021,0.688,2.991,-0.244,3.723
0.088,-0.092,1.297,3.113,1.587,3.540
0.169,-0.134,1.219,0.793,0.244,3.418
-0.011,-0.028,1.013,0.244,0.916,3.540
-0.021,-0.025,0.697,2.136,1.831,3.296
0.106,-0.010,0.931,2.258,-0.122,3.540
-0.012,-0.060,1.105,1.953,0.671,3.662
0.046,-0.066,0.994,0.732,1.221,3.418
-0.052,-0.038,1.046,-0.122,1.831,2.869
-0.014,-0.056,0.999,-0.488,1.892,2.014
-0.005,0.017,0.736,-0.793,1.404,1.343
-0.008,0.003,0.845,0.183,2.258,1.221
0.150,-0.065,1.061,0.793,0.977,1.404
-0.012,-0.017,1.062,0.854,0.488,1.526
0.010,-0.027,0.858,0.610,2.014,1.953
0.011,-0.031,0.898,0.977,1.526,2.502
0.060,-0.025,0.977,1.343,1.160,2.991
-0.035,-0.014,0.969,0.916,0.427,3.113
0.073,-0.019,0.950,0.610,1.343,3.479
0.026,-0.040,1.067,1.648,1.038,3.601
-0.008,-0.019,0.946,1.465,0.427,3.479
-0.021,0.012,0.830,1.099,1.282,3.662
0.058,-0.001,0.824,1.343,1.099,3.601
0.026,-0.020,0.964,2.197,0.977,3.784
0.059,-0.014,0.947,2.014,0.977,3.723
-0.018,-0.026,0.923,1.160,1.221,3.723
-0.012,-0.046,1.089,1.465,1.160,3.601
0.011,-0.076,1.108,1.221,1.770,3.357
-0.000,-0.048,0.975,1.526,0.610,3.052
0.005,-0.006,0.820,1.343,0.977,2.380
-0.019,0.004,0.911,0.793,1.404,1.831
0.098,-0.058,1.001,1.221,1.038,1.160
0.004,-0.073,1.143,1.648,0.793,0.732
0.007,-0.030,0.935,1.160,0.977,0.610
0.013,-0.012,0.832,0.732,1.038,0.793
0.012,-0.034,0.965,0.671,1.282,1.038
0.054,-0.005,0.860,0.916,1.221,1.038
0.006,-0.028,0.914,1.038,1.465,0.916
0.096,-0.020,0.929,1.160,1.221,0.732
-0.027,-0.026,0.875,0.671,0.732,1.038
0.061,-0.032,1.025,0.916,1.648,1.282
0.147,-0.137,1.286,0.732,1.709,1.404
0.096,-0.143,1.327,1.953,1.587,1.221
-0.091,0.022,0.759,1.648,-0.244,0.916
-0.039,-0.012,0.719,2.197,2.075,1.160
0.082,-0.028,1.049,0.671,0.916,1.526
0.017,-0.059,1.131,-0.427,0.610,2.563
-0.134,-0.022,0.971,0.549,0.793,3.113
0.002,-0.060,0.992,1.465,1.770,2.747
-0.053,-0.027,1.074,1.831,0.793,2.197
0.056,-0.083,0.989,1.099,1.770,1.648
0.006,-0.022,0.986,0.854,0.732,1.465
-0.080,0.002,0.790,0.244,2.075,2.075
0.039,-0.005,0.970,0.366,1.343,2.991
0.190,-0.140,1.312,1.404,0.977,3.235
-0.013,-0.057,1.113,1.221,0.854,2.747
-0.065,-0.000,0.732,1.221,2.014,2.258
0.120,-0.086,1.149,2.502,1.892,2.686
0.028,-0.047,1.010,2.502,0.305,3.235
-0.013,0.012,0.756,0.854,1.465,3.601
0.007,-0.029,0.977,-0.366,1.038,3.967
0.048,-0.069,1.125,0.854,1.343,4.089
0.067,-0.063,1.057,2.686,1.038,4.211
-0.020,-0.040,0.930,1.953,0.671,3.906
0.024,0.013,0.714,0.427,1.404,3.845
0.038,-0.008,0.858,0.671,1.526,3.906
0.007,-0.052,1.105,1.709,0.793,3.845
0.076,-0.040,1.064,0.977,1.343,4.150
-0.036,-0.062,1.166,0.854,0.671,4.517
-0.012,0.039,0.673,0.671,0.977,4.211
0.056,0.001,0.859,2.136,2.625,3.723
0.011,-0.066,1.121,2.502,0.122,3.418
0.032,-0.024,0.958,1.526,0.183,3.540
0.002,-0.002,0.855,1.099,1.648,3.845
-0.071,0.019,0.691,0.977,0.977,3.784
0.111,-0.054,1.089,2.014,2.136,3.784
0.046,-0.090,1.220,2.075,0.061,3.601
-0.014,-0.026,0.976,1.526,0.305,3.174
-0.018,0.005,0.751,1.038,1.831,2.747
-0.028,-0.018,0.903,0.977,1.160,2.441
0.074,-0.082,1.151,1.038,1.038,2.441
0.014,-0.015,0.957,0.916,0.488,2.258
-0.031,-0.014,0.817,1.099,1.709,2.136
0.075,-0.054,1.107,0.916,1.709,1.892
0.068,-0.133,1.275,0.244,1.587,1.465
0.003,-0.089,1.095,0.549,1.160,0.977
-0.056,0.054,0.608,0.671,0.610,0.610
0.046,0.024,0.762,1.465,1.648,0.732
0.048,-0.052,1.048,0.488,0.305,1.221
0.053,-0.093,1.273,0.488,1.831,1.343
-0.010,-0.042,0.935,0.854,0.671,1.648
-0.103,-0.014,0.916,0.977,0.549,1.648
0.071,-0.021,1.013,0.610,1.770,1.465
0.030,-0.050,1.006,0.549,0.671,1.282
-0.089,-0.019,0.919,1.221,1.282,0.854
-0.112,0.005,0.866,1.099,1.648,0.488
0.036,-0.065,1.106,0.854,2.014,0.427
0.107,-0.093,1.248,1.953,0.854,0.305
0.008,-0.012,0.975,0.916,0.183,0.732
-0.028,0.037,0.630,0.793,1.831,1.282
-0.123,0.007,0.742,0.916,0.977,1.648
0.142,-0.083,1.213,1.160,2.441,2.075
-0.015,-0.039,1.111,0.488,-0.305,2.502
-0.008,0.008,0.803,0.610,0.977,2.502
0.030,-0.009,0.826,1.526,1.648,2.380
0.019,-0.019,0.979,1.831,0.366,2.136
0.038,-0.045,1.016,0.671,1.587,1.648
0.076,-0.002,0.900,0.305,1.221,1.709
-0.035,-0.026,0.860,1.282,1.526,1.953
-0.014,-0.025,0.951,1.831,1.099,2.502
0.045,-0.072,1.158,0.793,1.343,2.930
-0.016,-0.036,1.109,1.282,0.854,3.113
0.033,-0.056,0.944,1.831,1.404,3.235
-0.021,-0.018,1.017,2.380,0.671,2.869
-0.014,0.012,0.807,2.258,1.099,2.869
0.109,-0.000,0.947,2.014,0.977,3.479
0.017,-0.070,1.127,1.709,0.244,3.967
-0.005,-0.032,0.998,1.404,0.793,3.845
0.001,-0.003,0.813,1.526,1.587,3.540
-0.079,0.015,0.817,1.709,1.038,3.113
0.074,-0.061,1.054,2.075,1.160,2.747
-0.072,-0.046,1.122,1.709,0.366,2.869
-0.022,-0.081,1.009,1.343,1.892,3.113
0.036,-0.069,1.060,1.038,0.977,3.235
0.025,-0.005,0.917,0.732,1.160,2.563
-0.008,0.009,0.771,0.793,1.648,2.075
0.090,-0.029,0.988,1.038,1.282,1.465
0.058,-0.094,1.213,1.099,0.916,1.404
0.018,-0.056,1.022,0.916,1.404,1.587
-0.009,0.010,0.777,1.160,1.038,1.953
0.036,-0.008,0.891,1.038,1.709,2.319
0.046,-0.045,0.978,0.061,1.343,2.136
-0.026,-0.026,0.964,-0.916,1.892,1.526
-0.023,-0.032,0.985,-1.160,1.587,0.793
0.014,-0.029,0.967,0.122,1.526,-0.061
0.050,-0.076,1.109,1.526,1.404,-0.671
0.004,-0.040,1.015,0.305,1.160,-0.488
-0.012,0.001,0.856,0.244,1.282,-0.122
-0.088,-0.003,0.864,0.977,1.160,0.061
0.097,-0.031,1.011,0.854,1.770,0.244
0.051,-0.043,1.126,0.671,0.854,0.183
-0.083,-0.042,0.967,0.793,0.732,-0.061
-0.143,-0.016,0.911,1.404,1.404,0.061
0.091,-0.062,1.036,1.038,2.258,0.488
0.103,-0.090,1.161,1.282,0.305,0.793
-0.011,-0.001,0.889,-0.366,1.099,1.465
-0.030,-0.041,0.907,1.709,1.343,2.075
-0.080,-0.022,0.938,1.343,1.282,2.319
0.075,-0.049,1.099,0.000,1.831,2.197
-0.012,-0.077,1.166,1.770,0.427,1.892
0.030,-0.082,1.001,-0.366,2.380,2.014
0.020,-0.056,0.996,0.427,1.160,1.709
-0.012,-0.051,0.847,-0.244,2.136,1.648
-0.029,-0.011,0.824,0.305,0.732,1.587
-0.204,-0.046,0.753,-0.122,2.136,2.075
0.044,-0.011,1.075,0.183,1.831,2.441
0.292,-0.085,1.404,2.808,2.258,5.188
-0.021,-0.038,1.101,2.136,0.061,8.423
-0.136,0.036,0.728,1.343,2.808,10.559
0.068,0.025,0.757,1.282,0.793,11.536
0.057,-0.005,0.964,2.502,0.549,12.146
0.159,-0.036,1.028,3.906,0.488,12.817
-0.044,-0.055,1.064,3.662,0.000,13.489
-0.003,-0.048,0.961,3.052,1.465,14.343
0.059,0.013,0.793,3.235,0.916,15.381
-0.041,-0.040,0.838,3.723,1.099,16.968
0.146,-0.030,0.916,2.625,0.366,18.616
-0.032,-0.039,0.994,1.587,0.305,19.165
0.204,-0.095,1.179,0.671,1.892,18.555
0.021,-0.083,1.216,0.305,0.244,17.456
-0.044,-0.011,0.971,1.831,1.526,15.991
-0.047,0.053,0.542,2.014,0.610,14.526
0.090,-0.008,0.962,2.380,1.770,14.221
0.074,-0.055,1.160,1.892,-0.427,14.954
-0.010,-0.015,1.005,1.526,-0.305,16.113
-0.034,-0.006,0.778,0.916,1.831,17.395
-0.081,-0.020,0.889,0.183,0.610,17.395
0.016,-0.016,0.921,2.075,0.427,16.174
-0.052,-0.047,0.868,2.502,1.709,16.113
0.089,-0.058,1.093,1.831,1.343,15.381
0.035,-0.123,1.234,0.488,1.465,15.442
0.007,-0.078,1.093,1.099,1.160,15.686
-0.069,0.024,0.646,1.038,0.488,14.954
-0.025,0.025,0.742,0.854,1.526,13.977
0.051,-0.051,1.030,1.099,0.854,12.512
0.136,-0.107,1.349,0.793,1.282,11.230
-0.001,-0.055,0.975,1.648,0.183,10.681
-0.023,0.004,0.813,1.099,0.549,11.108
0.073,-0.013,0.954,1.160,1.343,12.085
-0.058,-0.065,1.046,2.258,0.671,13.000
0.030,-0.038,1.069,1.648,1.221,13.733
-0.027,0.008,0.865,0.916,0.916,14.160
-0.072,0.013,0.660,1.831,1.465,14.099
-0.031,-0.013,0.883,1.831,1.892,12.939
0.058,-0.097,1.325,0.610,1.343,12.024
0.161,-0.174,1.363,3.052,1.892,11.353
-0.051,-0.036,0.993,2.319,0.305,10.132
-0.138,0.038,0.571,0.610,2.441,9.399
0.134,0.016,0.897,-1.099,0.916,9.766
-0.023,-0.150,1.321,2.747,-0.183,9.460
0.056,-0.107,1.109,2.686,0.916,7.751
-0.042,0.040,0.683,-1.038,0.732,6.348
-0.037,0.011,0.730,1.709,2.136,5.798
0.044,-0.047,0.996,2.747,0.671,5.859
0.141,-0.115,1.310,0.122,1.282,6.165
-0.075,-0.042,0.953,0.854,0.427,6.836
-0.027,0.037,0.701,0.488,0.977,7.019
0.023,-0.043,0.973,1.587,1.465,6.714
0.051,-0.077,1.141,1.160,1.526,6.714
0.008,-0.013,0.996,1.343,0.854,6.409
0.032,0.012,0.803,0.427,1.587,6.409
-0.032,0.017,0.780,2.075,0.732,6.165
-0.042,-0.010,0.826,1.526,1.770,5.676
0.117,-0.114,1.316,1.099,0.366,5.371
0.232,-0.173,1.421,2.686,1.526,4.700
-0.122,-0.026,0.919,0.366,0.854,4.578
-0.075,-0.005,0.667,2.747,2.380,4.272
0.101,-0.009,0.932,0.916,0.305,4.028
0.019,-0.065,1.098,-0.549,0.305,4.517
-0.051,-0.056,1.075,1.587,1.648,4.333
0.067,-0.118,1.178,1.526,2.014,3.235
-0.011,-0.057,1.060,1.282,0.183,2.686
-0.042,0.016,0.738,-0.183,0.916,3.052
0.006,-0.004,0.876,1.709,1.343,3.479
0.125,-0.094,1.140,2.502,1.587,3.357
0.082,-0.078,1.223,0.000,1.282,3.662
-0.024,-0.071,1.006,1.953,1.221,4.272
-0.090,0.021,0.675,0.732,0.610,4.456
0.086,-0.018,0.995,1.709,1.770,4.822
-0.096,-0.059,1.126,1.526,0.366,4.761
0.071,-0.065,1.059,0.244,2.136,4.578
-0.033,-0.035,0.864,1.953,0.854,3.906
0.087,-0.039,0.892,0.427,1.648,3.662
-0.139,-0.027,1.118,0.793,0.427,3.784
0.068,-0.097,1.099,0.671,2.625,3.845
-0.017,-0.047,1.177,2.136,0.183,3.357
-0.088,0.089,0.554,-0.671,1.099,3.357
0.065,-0.025,0.938,2.441,1.892,3.540
0.150,-0.119,1.307,4.211,0.793,3.357
-0.054,-0.010,0.999,-0.122,0.549,3.662
0.062,-0.001,0.796,0.977,1.953,4.333
0.076,-0.096,1.126,1.709,0.977,4.517
-0.041,-0.057,1.112,1.587,0.732,4.028
-0.066,0.062,0.490,0.427,1.770,2.930
-0.067,0.017,0.828,2.930,2.014,2.075
0.154,-0.090,1.152,2.625,2.136,1.404
0.173,-0.198,1.474,0.122,0.793,2.075
-0.052,-0.028,0.849,1.221,0.610,3.296
-0.041,0.015,0.718,-0.183,1.038,4.272
0.006,-0.016,1.006,0.916,0.488,4.456
0.095,-0.123,1.156,1.282,1.526,3.235
0.057,-0.068,1.187,0.000,1.465,1.587
-0.051,0.001,0.825,0.488,1.404,1.221
-0.056,-0.009,0.810,1.160,0.732,1.526
0.099,-0.047,1.034,1.648,1.282,2.258
0.010,-0.074,1.136,1.404,0.793,2.441
0.021,0.012,0.847,-0.793,0.916,2.319
-0.061,-0.034,0.942,2.014,1.221,1.892
0.075,-0.093,1.087,1.648,1.709,1.160
0.035,-0.036,1.051,0.854,1.160,1.038
0.021,0.028,0.715,0.610,1.282,1.465
-0.028,0.004,0.726,2.502,1.221,1.831
0.034,-0.036,0.932,1.038,1.282,1.892
0.101,-0.085,1.288,0.122,0.977,1.648
0.051,-0.121,1.218,1.465,1.160,1.526
-0.030,0.044,0.678,0.549,0.732,0.977
-0.031,-0.003,0.741,1.892,2.197,0.916
0.115,-0.017,0.980,0.671,0.427,0.916
-0.049,-0.062,1.125,0.183,0.732,0.793
0.007,-0.055,0.920,2.197,1.709,0.366
0.001,0.026,0.770,0.244,1.099,-0.488
-0.026,-0.018,0.859,1.404,1.465,-0.854
0.149,-0.054,0.999,1.343,1.953,-0.549
0.100,-0.068,1.162,1.099,0.793,-0.183
-0.000,-0.034,0.963,0.000,0.977,0.854
-0.063,0.019,0.753,1.282,1.099,1.282
-0.150,-0.005,0.780,1.160,1.587,0.793
0.026,-0.050,1.133,0.977,1.709,-0.061
0.233,-0.146,1.344,1.343,1.526,-0.488
-0.057,-0.055,1.115,0.488,-0.061,-0.366
-0.049,-0.026,0.752,1.831,2.075,0.061
0.090,0.029,0.777,-0.610,1.404,0.854
0.032,-0.007,0.972,0.122,1.099,1.587
0.113,-0.079,1.140,2.930,0.488,1.526
-0.045,-0.035,1.019,-0.244,1.404,0.671
-0.016,-0.027,0.932,1.282,1.770,0.183
-0.004,0.015,0.764,2.380,0.732,0.061
0.021,-0.003,0.824,0.854,1.526,1.160
0.118,-0.070,1.104,2.197,0.793,2.136
0.042,-0.051,1.156,-0.427,1.404,2.808
0.000,-0.095,1.037,2.075,1.099,2.808
-0.016,0.017,0.752,1.831,0.977,2.197
0.021,0.011,0.822,0.305,1.770,2.380
0.123,-0.088,1.125,2.625,0.977,2.258
-0.012,-0.015,1.006,0.000,1.282,2.502
-0.125,-0.064,0.995,1.892,0.977,2.808
0.037,-0.053,0.993,1.465,1.282,2.747
0.022,-0.061,0.998,0.732,2.197,2.991
-0.051,-0.036,0.945,2.441,0.671,2.686
0.037,0.029,0.736,-0.549,1.526,2.625
0.049,-0.013,0.910,1.282,0.671,3.235
-0.018,-0.058,1.097,2.441,1.038,2.869
0.055,-0.061,1.105,-0.183,1.648,2.380
0.053,-0.082,1.192,2.197,0.732,2.258
0.012,0.036,0.683,1.038,0.732,2.563
-0.036,0.016,0.715,2.136,1.709,3.113
0.106,-0.035,0.886,2.014,0.916,3.052
0.010,-0.086,1.257,0.183,0.549,2.686
-0.019,-0.088,1.044,2.502,1.282,2.563
-0.049,0.056,0.654,0.000,1.404,2.319
-0.005,-0.016,0.860,1.831,2.319,2.258
0.033,-0.070,1.094,2.075,0.854,1.892
0.036,-0.074,1.153,-0.366,1.587,1.892
0.021,-0.008,0.882,1.648,1.099,2.258
-0.074,0.006,0.685,1.160,1.343,2.075
0.073,-0.029,0.979,0.793,1.526,1.831
0.100,-0.135,1.341,0.854,1.221,1.526
-0.008,-0.054,1.119,3.113,1.038,0.977
-0.060,0.073,0.494,-0.244,1.770,1.343
-0.001,0.061,0.672,0.793,1.099,2.380
-0.141,0.019,0.786,2.197,0.671,2.930
0.038,-0.088,1.124,0.549,1.465,2.319
0.097,-0.061,1.213,1.648,0.854,1.221
-0.019,-0.031,1.006,-0.671,1.038,0.977
0.014,-0.069,1.029,2.625,0.671,0.488
-0.010,0.025,0.733,0.305,1.099,0.122
0.086,-0.039,1.017,1.160,1.404,0.366
0.084,-0.091,1.150,2.014,0.916,0.488
-0.033,0.006,0.925,-1.099,1.648,0.732
-0.013,-0.076,1.014,2.625,1.282,1.038
0.010,0.019,0.814,0.977,0.977,0.977
-0.008,-0.041,0.913,0.916,1.404,0.916
0.078,0.016,0.810,0.854,1.648,1.160
0.038,-0.034,0.953,1.160,1.160,1.526
0.108,-0.087,1.198,1.953,0.671,2.075
-0.002,-0.001,0.953,-0.427,-0.122,2.686
-0.026,-0.028,0.910,2.686,1.404,2.747
-0.062,0.018,0.633,1.892,1.221,1.892
0.069,-0.023,1.046,0.305,2.136,2.075
0.039,-0.089,1.199,1.465,0.244,2.380
-0.036,-0.014,0.854,0.244,0.916,2.014
-0.023,-0.032,0.878,1.831,1.953,1.831
-0.012,0.012,0.801,0.793,1.282,1.221
0.131,-0.047,1.068,1.160,1.648,1.099
0.035,-0.103,1.221,1.038,0.977,1.648
-0.093,-0.014,0.891,1.038,0.671,2.075
-0.099,0.056,0.574,0.488,1.587,2.197
0.079,-0.038,0.997,1.953,1.831,1.831
0.223,-0.168,1.477,2.441,1.038,1.099
0.063,-0.054,1.037,-1.465,1.892,1.404
-0.083,-0.055,1.026,2.747,0.671,1.770
-0.039,0.052,0.495,1.343,1.160,1.892
0.069,-0.023,0.942,0.183,1.465,1.953
-0.035,-0.053,1.117,1.221,1.038,2.197
0.017,-0.023,0.995,-0.427,1.099,2.075
0.065,-0.086,1.142,3.174,1.221,1.404
0.002,-0.013,0.848,-0.183,1.160,1.465
-0.022,0.011,0.792,1.404,1.221,1.648
-0.100,-0.010,0.840,2.625,1.282,1.587
0.092,-0.062,1.130,0.000,1.770,1.587
0.050,-0.095,1.222,2.319,1.038,1.648
0.009,0.010,0.827,0.610,0.793,1.587
0.012,0.008,0.750,1.831,1.831,1.709
-0.103,-0.020,0.914,1.526,0.977,2.197
0.104,-0.094,1.149,0.244,1.892,2.319
0.039,-0.066,1.138,1.587,0.366,1.831
-0.052,0.009,0.854,0.061,1.282,1.526
-0.065,-0.031,0.815,2.441,1.160,1.282
0.101,-0.031,0.957,0.977,1.648,1.404
0.067,-0.115,1.284,0.610,0.732,1.526
0.076,0.014,0.827,0.305,1.221,1.404
-0.130,0.003,0.669,2.441,1.953,0.854
0.064,-0.034,1.073,1.648,1.892,0.671
0.073,-0.072,1.182,-1.160,0.549,1.587
-0.025,-0.090,1.100,2.869,1.221,2.197
-0.017,0.034,0.646,-0.488,1.648,2.014
0.039,0.004,0.852,1.038,1.587,1.892
-0.034,-0.055,1.031,3.479,0.549,1.282
0.067,-0.010,0.965,-0.854,1.587,1.282
0.055,-0.087,1.182,2.747,1.099,1.648
0.017,-0.005,0.835,1.038,0.732,1.465
0.005,0.013,0.785,0.916,1.648,1.892
-0.019,-0.047,0.956,2.625,1.038,1.892
